Ingredient,Trade_Name(s),Disease_Category,Duration_Class,Substance_Class,ChEMBL_ID,Gene_Symbol(s),Target_Name(s),Mechanism_of_Action,Action_Type(s),Target_ChEMBL_ID(s),N_Targets,Match_Strategy
GIVOSIRAN SODIUM,GIVLAARI,Other/Unclassified,OTHER,nucleicAcid,CHEMBL4594265,,5-aminolevulinate synthase mRNA,5-aminolevulinate synthase mRNA RNAi inhibitor,RNAI INHIBITOR,CHEMBL4296741,1,direct
GLASDEGIB MALEATE,DAURISMO,Oncology,LONG-TERM,chemical,CHEMBL4297534,SMO,Protein smoothened,Smoothened homolog antagonist,ANTAGONIST,CHEMBL5971,1,direct
GLATIRAMER ACETATE,COPAXONE | GLATIRAMER ACETATE | GLATOPA,Neurology,CHRONIC,polymer,CHEMBL1201507,,,Unknown,,,0,direct
GLECAPREVIR; PIBRENTASVIR,MAVYRET,Infectious,SHORT,chemical,CHEMBL3545363 | CHEMBL3545123,"NS4A, NS3 | NS5A","Hepatitis C virus serine protease, NS3/NS4A | Nonstructural protein 5A","Hepatitis C virus serine protease, NS3/NS4A inhibitor; Nonstructural protein 5A inhibitor",INHIBITOR,CHEMBL2095231; CHEMBL3307224,2,combination
GLIMEPIRIDE,GLIMEPIRIDE,Metabolic,CHRONIC,chemical,CHEMBL1481,"KCNJ11, ABCC8","Sulfonylurea receptor 1, Kir6.2","Sulfonylurea receptor 1, Kir6.2 blocker",BLOCKER,CHEMBL2096972,1,direct
GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE,DUETACT | PIOGLITAZONE HYDROCHLORIDE AND GLIMEPIRIDE,Metabolic,CHRONIC,chemical,CHEMBL1481 | CHEMBL1715,"KCNJ11, ABCC8 | PPARG","Sulfonylurea receptor 1, Kir6.2 | Peroxisome proliferator-activated receptor gamma","Sulfonylurea receptor 1, Kir6.2 blocker; Peroxisome proliferator-activated receptor gamma agonist",BLOCKER | AGONIST,CHEMBL2096972; CHEMBL235,2,combination
GLIPIZIDE,GLIPIZIDE | GLUCOTROL XL,Metabolic,CHRONIC,chemical,CHEMBL1073,"KCNJ11, ABCC8","Sulfonylurea receptor 1, Kir6.2","Sulfonylurea receptor 1, Kir6.2 blocker",BLOCKER,CHEMBL2096972,1,direct
GLIPIZIDE; METFORMIN HYDROCHLORIDE,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,Metabolic,CHRONIC,chemical,CHEMBL1073 | CHEMBL1703,"KCNJ11, ABCC8 | MT-ND6, NDUFA10, NDUFS8, MT-ND4L, NDUFA6, MT-ND1, NDUFB6, COXFA4, NDUFA11, NDUFB7, MT-ND2, NDUFS2, MT-ND5, NDUFA8, NDUFB5, MT-ND4, MT-ND3, NDUFAB1, NDUFA1, NDUFS4, NDUFB3, NDUFC1, NDUFA2, NDUFS5, NDUFS7, NDUFS6, NDUFB1, NDUFS3, NDUFA3, NDUFB4, NDUFB8, NDUFB2, NDUFA7, NDUFC2, NDUFB10, NDUFV2, NDUFS1, NDUFV1, NDUFV3, NDUFA5, NDUFA9, NDUFAF2, NDUFAF3, COXFA4L2, NDUFB11, NDUFAF4, NDUFA13, NDUFA12, NDUFAF1, NDUFB9 | GPD2","Sulfonylurea receptor 1, Kir6.2 | Mitochondrial complex I (NADH dehydrogenase) | Glycerol-3-phosphate dehydrogenase, mitochondrial","Sulfonylurea receptor 1, Kir6.2 blocker; Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor",BLOCKER | INHIBITOR,CHEMBL2096972; CHEMBL2363065; CHEMBL3391681,3,combination
GLUCAGON,BAQSIMI | GLUCAGON | GVOKE HYPOPEN | GVOKE KIT | GVOKE PFS,Other/Unclassified,OTHER,protein,CHEMBL5314341,GCGR,Glucagon receptor,Glucagon receptor agonist,AGONIST,CHEMBL1985,1,direct
GLUCAGON HYDROCHLORIDE,GLUCAGON,Other/Unclassified,OTHER,protein,CHEMBL5314342,GCGR,Glucagon receptor,Glucagon receptor agonist,AGONIST,CHEMBL1985,1,direct
GLYBURIDE,DIABETA | GLYBURIDE | GLYBURIDE (MICRONIZED),Metabolic,CHRONIC,chemical,CHEMBL472,"KCNJ11, ABCC8","Sulfonylurea receptor 1, Kir6.2","Sulfonylurea receptor 1, Kir6.2 blocker",BLOCKER,CHEMBL2096972,1,direct
GLYBURIDE; METFORMIN HYDROCHLORIDE,GLYBURIDE AND METFORMIN HYDROCHLORIDE,Metabolic,CHRONIC,chemical,CHEMBL472 | CHEMBL1703,"KCNJ11, ABCC8 | MT-ND6, NDUFA10, NDUFS8, MT-ND4L, NDUFA6, MT-ND1, NDUFB6, COXFA4, NDUFA11, NDUFB7, MT-ND2, NDUFS2, MT-ND5, NDUFA8, NDUFB5, MT-ND4, MT-ND3, NDUFAB1, NDUFA1, NDUFS4, NDUFB3, NDUFC1, NDUFA2, NDUFS5, NDUFS7, NDUFS6, NDUFB1, NDUFS3, NDUFA3, NDUFB4, NDUFB8, NDUFB2, NDUFA7, NDUFC2, NDUFB10, NDUFV2, NDUFS1, NDUFV1, NDUFV3, NDUFA5, NDUFA9, NDUFAF2, NDUFAF3, COXFA4L2, NDUFB11, NDUFAF4, NDUFA13, NDUFA12, NDUFAF1, NDUFB9 | GPD2","Sulfonylurea receptor 1, Kir6.2 | Mitochondrial complex I (NADH dehydrogenase) | Glycerol-3-phosphate dehydrogenase, mitochondrial","Sulfonylurea receptor 1, Kir6.2 blocker; Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor",BLOCKER | INHIBITOR,CHEMBL2096972; CHEMBL2363065; CHEMBL3391681,3,combination
GLYCEROL PHENYLBUTYRATE,GLYCEROL PHENYLBUTYRATE | RAVICTI,Other/Unclassified,OTHER,chemical,CHEMBL2105745,,Glutamine,Glutamine sequestering agent,SEQUESTERING AGENT,CHEMBL2366039,1,direct
GLYCINE,AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER | GLYCINE 1.5% IN PLASTIC CONTAINER,Other/Unclassified,OTHER,chemical,,,,,,,0,not_found
GLYCOPYRROLATE,CUVPOSA | GLYCOPYRROLATE | GLYRX-PF | ROBINUL | ROBINUL FORTE,Respiratory,CHRONIC,chemical,CHEMBL1201027,CHRM3 | CHRM1,Muscarinic acetylcholine receptor M3 | Muscarinic acetylcholine receptor M1,Muscarinic acetylcholine receptor M3 antagonist; Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST,CHEMBL245; CHEMBL216,2,direct
GLYCOPYRROLATE; NEOSTIGMINE METHYLSULFATE,PREVDUO,Respiratory,CHRONIC,chemical,CHEMBL1201027 | CHEMBL211471,CHRM3 | CHRM1 | ACHE,Muscarinic acetylcholine receptor M3 | Muscarinic acetylcholine receptor M1 | Acetylcholinesterase,Muscarinic acetylcholine receptor M3 antagonist; Muscarinic acetylcholine receptor M1 antagonist; Acetylcholinesterase inhibitor,ANTAGONIST | INHIBITOR,CHEMBL245; CHEMBL216; CHEMBL220,3,combination
GLYCOPYRRONIUM TOSYLATE,QBREXZA,Respiratory,CHRONIC,chemical,CHEMBL3707243,"CHRM3, CHRM4, CHRM1, CHRM2, CHRM5",Muscarinic acetylcholine receptor,Muscarinic acetylcholine receptor inhibitor,INHIBITOR,CHEMBL2094109,1,direct
GOLODIRSEN,VYONDYS 53,Other/Unclassified,OTHER,nucleicAcid,CHEMBL4297762,,Dystrophin pre-mRNA,Dystrophin pre-mRNA positive modulator,POSITIVE MODULATOR,CHEMBL3826826,1,direct
GOSERELIN ACETATE,ZOLADEX,Oncology,LONG-TERM,chemical,CHEMBL1200501,GNRHR,Gonadotropin-releasing hormone receptor,Gonadotropin-releasing hormone receptor agonist,AGONIST,CHEMBL1855,1,direct
GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN,Infectious,SHORT,mixture,CHEMBL1201469 | CHEMBL3989769 | CHEMBL5314355,"rpsB, rplD, rpsA, rpsJ, rpsK, rpsL, rpsM, rpsN, rpsO, rpsP, rpsQ, rpsR, rpsS, rpsT, rpsU, rpsC, rpsD, rpsE, rpsF, rpsG, rpsH, rpsI, rplJ, rplK, rplM, rplN, rplO, rplP, rplQ, rplR, rplS, rplA, rplT, rplU, rplV, rplW, rplX, rplY, rpmA, rpmB, rpmC, rplB, rpmD, ykgM, rpmE, rpmF, rpmG, rpmH, rpmI, ykgO, rpmJ, rplC, rplE, rplF, rplL",Cell membrane | Bacterial 70S ribosome | Cell outer membrane,Cell membrane inhibitor; Bacterial 70S ribosome inhibitor; Cell outer membrane inhibitor,INHIBITOR,CHEMBL2364031; CHEMBL2363135; CHEMBL2364032,3,combination
GRANISETRON,SANCUSO | SUSTOL,GI,SHORT,chemical,CHEMBL289469,HTR3A,5-hydroxytryptamine receptor 3A,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST,CHEMBL1899,1,direct
GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE | GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE,GI,SHORT,chemical,CHEMBL1237080,HTR3A,5-hydroxytryptamine receptor 3A,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST,CHEMBL1899,1,direct
"GRISEOFULVIN, MICROSIZE",FULVICIN-U/F | GRISEOFULVIN,Infectious,SHORT,chemical,CHEMBL562,,Tubulin,Tubulin inhibitor,INHIBITOR,CHEMBL2364703,1,direct
"GRISEOFULVIN, ULTRAMICROSIZE","FULVICIN P/G | FULVICIN P/G 165 | FULVICIN P/G 330 | GRIS-PEG | GRISEOFULVIN, ULTRAMICROSIZE | GRISEOFULVIN,ULTRAMICROSIZE",Infectious,SHORT,chemical,CHEMBL562,,Tubulin,Tubulin inhibitor,INHIBITOR,CHEMBL2364703,1,direct
GUAIFENESIN,GUAIFENESIN | MUCINEX,Respiratory,SHORT,chemical,CHEMBL980,,,Unknown,,,0,direct
GUAIFENESIN; PSEUDOEPHEDRINE HYDROCHLORIDE,GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE | MUCINEX D,Respiratory,SHORT,chemical,CHEMBL980 | CHEMBL1200724,SLC6A2,Sodium-dependent noradrenaline transporter,Unknown; Norepinephrine transporter releasing agent,RELEASING AGENT,CHEMBL222,1,combination
GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE | INTUNIV,Psychiatric,CHRONIC,chemical,CHEMBL1200494,"ADRA2A, ADRA2C, ADRA2B",Adrenergic receptor alpha-2,Adrenergic receptor alpha-2 agonist,AGONIST,CHEMBL2095158,1,direct
HALCINONIDE,HALCINONIDE | HALOG,Dermatology,CHRONIC,chemical,CHEMBL1200845,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
HALOBETASOL PROPIONATE,BRYHALI | HALOBETASOL PROPIONATE | ULTRAVATE,Dermatology,CHRONIC,chemical,CHEMBL1200908,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
HALOBETASOL PROPIONATE; TAZAROTENE,DUOBRII | HALOBETASOL PROPIONATE AND TAZAROTENE,Dermatology,CHRONIC,chemical,CHEMBL1200908 | CHEMBL1657,"NR3C1 | RARG, RARB, RARA",Glucocorticoid receptor | Retinoic acid receptor,Glucocorticoid receptor agonist; Retinoic acid receptor agonist,AGONIST,CHEMBL2034; CHEMBL2363069,2,combination
HALOPERIDOL,HALOPERIDOL,Psychiatric,CHRONIC,chemical,CHEMBL54,"HTR2A | DRD2, DRD3, DRD4",5-hydroxytryptamine receptor 2A | D2-like dopamine receptor,Serotonin 2a (5-HT2a) receptor antagonist; D2-like dopamine receptor inverse agonist,ANTAGONIST | INVERSE AGONIST,CHEMBL224; CHEMBL2331075,2,direct
HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,Psychiatric,CHRONIC,chemical,CHEMBL1200986,"HTR2A | DRD2, DRD3, DRD4",5-hydroxytryptamine receptor 2A | D2-like dopamine receptor,Serotonin 2a (5-HT2a) receptor antagonist; D2-like dopamine receptor inverse agonist,ANTAGONIST | INVERSE AGONIST,CHEMBL224; CHEMBL2331075,2,direct
HALOPERIDOL LACTATE,HALOPERIDOL,Psychiatric,CHRONIC,chemical,CHEMBL4297147,"HTR2A | DRD2, DRD3, DRD4",5-hydroxytryptamine receptor 2A | D2-like dopamine receptor,Serotonin 2a (5-HT2a) receptor antagonist; D2-like dopamine receptor inverse agonist,ANTAGONIST | INVERSE AGONIST,CHEMBL224; CHEMBL2331075,2,direct
HEPARIN SODIUM,"HEPARIN SODIUM | HEPARIN SODIUM 1,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER | HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER | HEPARIN SODIUM 10,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER | HEPARIN SODIUM 12,500 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER | HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER | HEPARIN SODIUM 2,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER | HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER | HEPARIN SODIUM 20,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER | HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% | HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER | HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% | HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER | HEPARIN SODIUM IN PLASTIC CONTAINER | HEPARIN SODIUM PRESERVATIVE FREE",Cardiovascular,SHORT,polymer,CHEMBL1201657,SERPINC1,Antithrombin-III,Antithrombin-III activator,ACTIVATOR,CHEMBL1950,1,direct
HEPARIN SODIUM; TAUROLIDINE,DEFENCATH,Cardiovascular,SHORT,polymer,CHEMBL1201657 | CHEMBL2105420,SERPINC1,Antithrombin-III | Cell wall,Antithrombin-III activator; Cell wall disrupting agent,ACTIVATOR | DISRUPTING AGENT,CHEMBL1950; CHEMBL5303716,2,combination
HEXACHLOROPHENE,PRE-OP | PRE-OP II,Other/Unclassified,OTHER,chemical,CHEMBL496,fabI,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,Bacterial enoyl-[acyl-carrier-protein] reductase inhibitor,INHIBITOR,CHEMBL2364678,1,direct
HEXAMINOLEVULINATE HYDROCHLORIDE,CYSVIEW KIT,Other/Unclassified,OTHER,chemical,,,,,,,0,not_found
HISTRELIN ACETATE,SUPPRELIN LA,Other/Unclassified,OTHER,chemical,CHEMBL1200509,GNRHR,Gonadotropin-releasing hormone receptor,Gonadotropin-releasing hormone receptor agonist,AGONIST,CHEMBL1855,1,direct
HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,HOMATROPINE METHYLBROMIDE AND HYDROCODONE BITARTRATE | HYCODAN | HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,Pain,CHRONIC,chemical,CHEMBL1200851 | CHEMBL3989677,"OPRK1, OPRD1, OPRM1",Opioid receptors; mu/kappa/delta,Unknown; Opioid receptors; mu/kappa/delta agonist,AGONIST,CHEMBL2095181,1,combination
HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,Cardiovascular,CHRONIC,chemical,CHEMBL542541,,,Unknown,,,0,direct
HYDRALAZINE HYDROCHLORIDE; ISOSORBIDE DINITRATE,BIDIL | ISOSORBIDE DINITRATE AND HYDRALAZINE HYDROCHLORIDE,Cardiovascular,CHRONIC,chemical,CHEMBL542541 | CHEMBL6622,"GUCY1B1, GUCY1B2, GUCY1A2, GUCY1A1",Soluble guanylate cyclase,Unknown; Soluble guanylate cyclase activator,ACTIVATOR,CHEMBL2111348,1,combination
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE | INZIRQO | MICROZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435,SLC12A3,Solute carrier family 12 member 3,Thiazide-sensitive sodium-chloride cotransporter inhibitor,INHIBITOR,CHEMBL1876,1,direct
HYDROCHLOROTHIAZIDE; IRBESARTAN,AVALIDE | IRBESARTAN AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL1513,SLC12A3 | AGTR1,Solute carrier family 12 member 3 | Type-1 angiotensin II receptor,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Type-1 angiotensin II receptor antagonist,INHIBITOR | ANTAGONIST,CHEMBL1876; CHEMBL227,2,combination
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE | ZESTORETIC,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL419213,SLC12A3 | ACE,Solute carrier family 12 member 3 | Angiotensin-converting enzyme,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Angiotensin-converting enzyme inhibitor,INHIBITOR,CHEMBL1876; CHEMBL1808,2,combination
HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,HYZAAR | LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL995,SLC12A3 | AGTR1,Solute carrier family 12 member 3 | Type-1 angiotensin II receptor,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Type-1 angiotensin II receptor antagonist,INHIBITOR | ANTAGONIST,CHEMBL1876; CHEMBL227,2,combination
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,LOPRESSOR HCT | METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL2062335,SLC12A3 | ADRB1,Solute carrier family 12 member 3 | Beta-1 adrenergic receptor,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Beta-1 adrenergic receptor antagonist,INHIBITOR | ANTAGONIST,CHEMBL1876; CHEMBL213,2,combination
HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL1200534,SLC12A3 | ACE,Solute carrier family 12 member 3 | Angiotensin-converting enzyme,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Angiotensin-converting enzyme inhibitor,INHIBITOR,CHEMBL1876; CHEMBL1808,2,combination
HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,BENICAR HCT | OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL1200692,SLC12A3 | AGTR1,Solute carrier family 12 member 3 | Type-1 angiotensin II receptor,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Type-1 angiotensin II receptor antagonist,INHIBITOR | ANTAGONIST,CHEMBL1876; CHEMBL227,2,combination
HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL1201011,SLC12A3 | ACE,Solute carrier family 12 member 3 | Angiotensin-converting enzyme,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Angiotensin-converting enzyme inhibitor,INHIBITOR,CHEMBL1876; CHEMBL1808,2,combination
HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,ALDACTAZIDE | SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL1393,SLC12A3 | NR3C2,Solute carrier family 12 member 3 | Mineralocorticoid receptor,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Mineralocorticoid receptor antagonist,INHIBITOR | ANTAGONIST,CHEMBL1876; CHEMBL1994,2,combination
HYDROCHLOROTHIAZIDE; TELMISARTAN,MICARDIS HCT | TELMISARTAN AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL1017,SLC12A3 | AGTR1,Solute carrier family 12 member 3 | Type-1 angiotensin II receptor,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Type-1 angiotensin II receptor antagonist,INHIBITOR | ANTAGONIST,CHEMBL1876; CHEMBL227,2,combination
HYDROCHLOROTHIAZIDE; TRIAMTERENE,MAXZIDE | MAXZIDE-25 | TRIAMTERENE AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL585,"SLC12A3 | SCNN1A, SCNN1B, SCNN1G","Solute carrier family 12 member 3 | Amiloride-sensitive sodium channel, ENaC","Thiazide-sensitive sodium-chloride cotransporter inhibitor; Amiloride-sensitive sodium channel, ENaC blocker",INHIBITOR | BLOCKER,CHEMBL1876; CHEMBL2107836,2,combination
HYDROCHLOROTHIAZIDE; VALSARTAN,DIOVAN HCT | VALSARTAN AND HYDROCHLOROTHIAZIDE,Cardiovascular,CHRONIC,chemical,CHEMBL435 | CHEMBL1069,SLC12A3 | AGTR1,Solute carrier family 12 member 3 | Type-1 angiotensin II receptor,Thiazide-sensitive sodium-chloride cotransporter inhibitor; Type-1 angiotensin II receptor antagonist,INHIBITOR | ANTAGONIST,CHEMBL1876; CHEMBL227,2,combination
HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE | HYSINGLA ER,Pain,CHRONIC,chemical,CHEMBL3989677,"OPRK1, OPRD1, OPRM1",Opioid receptors; mu/kappa/delta,Opioid receptors; mu/kappa/delta agonist,AGONIST,CHEMBL2095181,1,direct
HYDROCODONE BITARTRATE; IBUPROFEN,HYDROCODONE BITARTRATE AND IBUPROFEN | REPREXAIN,Pain,CHRONIC,chemical,CHEMBL3989677 | CHEMBL521,"OPRK1, OPRD1, OPRM1 | PTGS2, PTGS1",Opioid receptors; mu/kappa/delta | Cyclooxygenase,Opioid receptors; mu/kappa/delta agonist; Cyclooxygenase inhibitor,AGONIST | INHIBITOR,CHEMBL2095181; CHEMBL2094253,2,combination
HYDROCORTISONE,ALA-CORT | ALA-SCALP | ALKINDI SPRINKLE | ANUSOL HC | COLOCORT | CORTEF | CORTENEMA | HYDROCORTISONE | HYDROCORTISONE IN ABSORBASE | KHINDIVI | STIE-CORT | TEXACORT,Autoimmune,PERIODIC,chemical,CHEMBL389621,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
HYDROCORTISONE ACETATE,CORTIFOAM | MICORT-HC,Autoimmune,PERIODIC,chemical,CHEMBL1091,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE,EPIFOAM | PRAMOSONE | PROCTOFOAM HC,Autoimmune,PERIODIC,chemical,CHEMBL1091 | CHEMBL1201171,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist; Unknown,AGONIST,CHEMBL2034,1,combination
HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE | LOCOID | LOCOID LIPOCREAM,Autoimmune,PERIODIC,chemical,CHEMBL1683,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE | SOLU-CORTEF,Autoimmune,PERIODIC,chemical,CHEMBL1200495,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,Autoimmune,PERIODIC,chemical,CHEMBL1200562,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,CASPORYN HC | NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE | OTICAIR,Autoimmune,PERIODIC,mixture,CHEMBL389621 | CHEMBL3989769 | CHEMBL5314355,"NR3C1 | rpsB, rplD, rpsA, rpsJ, rpsK, rpsL, rpsM, rpsN, rpsO, rpsP, rpsQ, rpsR, rpsS, rpsT, rpsU, rpsC, rpsD, rpsE, rpsF, rpsG, rpsH, rpsI, rplJ, rplK, rplM, rplN, rplO, rplP, rplQ, rplR, rplS, rplA, rplT, rplU, rplV, rplW, rplX, rplY, rpmA, rpmB, rpmC, rplB, rpmD, ykgM, rpmE, rpmF, rpmG, rpmH, rpmI, ykgO, rpmJ, rplC, rplE, rplF, rplL",Glucocorticoid receptor | Bacterial 70S ribosome | Cell outer membrane,Glucocorticoid receptor agonist; Bacterial 70S ribosome inhibitor; Cell outer membrane inhibitor,AGONIST | INHIBITOR,CHEMBL2034; CHEMBL2363135; CHEMBL2364032,3,combination
HYDROMORPHONE HYDROCHLORIDE,DILAUDID | DILAUDID-HP | HYDROMORPHONE HYDROCHLORIDE,Pain,CHRONIC,chemical,CHEMBL1237055,OPRM1,Mu-type opioid receptor,Mu opioid receptor agonist,AGONIST,CHEMBL233,1,direct
HYDROXOCOBALAMIN,CYANOKIT | HYDROXOCOBALAMIN,Metabolic,CHRONIC,chemical,CHEMBL2103737,,Cyanide,Cyanide sequestering agent,SEQUESTERING AGENT,CHEMBL4632347,1,direct
HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE | PLAQUENIL | SOVUNA,Autoimmune,CHRONIC,chemical,CHEMBL1690,TLR7 | TLR9,Ferriprotoporphyrin IX | Toll-like receptor 7 | Toll-like receptor 9,Ferriprotoporphyrin IX inhibitor; Toll-like receptor 7 antagonist; Toll-like receptor 9 antagonist,INHIBITOR | ANTAGONIST,CHEMBL613897; CHEMBL5936; CHEMBL5804,3,direct
HYDROXYUREA,HYDREA | HYDROXYUREA | SIKLOS | XROMI,Oncology,LONG-TERM,chemical,CHEMBL467,"RRM1, RRM2B, RRM2",Ribonucleoside-diphosphate reductase RR1,Ribonucleoside-diphosphate reductase RR1 inhibitor,INHIBITOR,CHEMBL2095215,1,direct
HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,Psychiatric,PERIODIC,chemical,CHEMBL3186993,HRH1,Histamine H1 receptor,Histamine H1 receptor antagonist,ANTAGONIST,CHEMBL231,1,direct
HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE | VISTARIL,Psychiatric,PERIODIC,chemical,CHEMBL1200467,HRH1,Histamine H1 receptor,Histamine H1 receptor antagonist,ANTAGONIST,CHEMBL231,1,direct
IBANDRONATE SODIUM,IBANDRONATE SODIUM,Metabolic,CHRONIC,chemical,CHEMBL3989569,FDPS,Farnesyl pyrophosphate synthase,Farnesyl diphosphate synthase inhibitor,INHIBITOR,CHEMBL1782,1,direct
IBREXAFUNGERP CITRATE,BREXAFEMME,Other/Unclassified,OTHER,chemical,CHEMBL4298168,GSC1,"1,3-beta-glucan synthase","1,3-beta-glucan synthase inhibitor",INHIBITOR,CHEMBL2364673; CHEMBL2364674,2,direct
IBRUTINIB,IMBRUVICA,Oncology,LONG-TERM,chemical,CHEMBL1873475,BTK,Tyrosine-protein kinase BTK,Tyrosine-protein kinase BTK inhibitor,INHIBITOR,CHEMBL5251,1,direct
