Ingredient,Trade_Name(s),Substance_Class,UNII,Disease_Category,Duration_Class,NDA_Count,ANDA_Count,Generic_Competitor_Count,Earliest_Approval,Medicaid_Total_Reimbursed_2023_USD,Medicaid_Total_Reimbursed_2023_USD_M,Medicaid_Total_Prescriptions_2023,Medicaid_Total_Units_2023,NADAC_Avg_Per_Unit_2024_USD,Medicaid_Matched_Product_Names
IRON DEXTRAN,INFED,polymer,95HR524N2M,Metabolic,CHRONIC,1,0,0,,7964676.73,7.96,39692,471147,17.2127,INFED | INFED (IRO | INFED 100 | INFED INJE | IRON
IRON SUCROSE,IRON SUCROSE | VENOFER,polymer,FZ7NYF5N8L,Metabolic,CHRONIC,1,3,9,2000-11-06,317713316.68,317.71,2818420,14592683,11.4274,VENOFER | VENOFER  I | VENOFER (I | VENOFER 10 | VENOFER 20
ISAVUCONAZONIUM SULFATE,CRESEMBA,chemical,31Q44514JV,Other/Unclassified,OTHER,2,0,0,2015-03-06,55914295.78,55.91,10444,545321,107.9387,CRESEMBA | CRESEMBA 1 | CRESEMBA 3
ISOCARBOXAZID,MARPLAN,chemical,34237V843T,Other/Unclassified,OTHER,1,0,0,,15628.63,0.02,27,3094,,MARPLAN
ISOFLURANE,FORANE | ISOFLURANE,chemical,CYS9AKD70P,Other/Unclassified,OTHER,1,4,4,1994-09-30,11115.02,0.01,140,12280,,FORANE | FORANE 100 | FORANE 250 | ISOFLURANE
ISONIAZID,ISONIAZID,chemical,V83O1VOZ8L,Infectious,LONG-TERM,0,5,7,1983-11-10,1517120.18,1.52,84158,3926581,0.1619,ISONIAZID
ISOPROPYL ALCOHOL,ZURAGARD,chemical,ND2M416302,Other/Unclassified,OTHER,1,0,0,2019-04-26,15.64,0.00,141,3864,0.0447,ISOPROPYL
ISOPROTERENOL HYDROCHLORIDE,ISOPROTERENOL HYDROCHLORIDE,chemical,DIA2A74855,Cardiovascular,SHORT,0,12,12,2017-08-02,,,,,,
ISOSORBIDE DINITRATE,ISORDIL | ISOSORBIDE DINITRATE,chemical,IA7306519N,Cardiovascular,PERIODIC,1,11,21,1987-03-12,22315626.59,22.32,1012410,49645608,0.3630,ISORDIL | ISORDIL 5M | ISORDIL OR | ISORDIL TI | ISOSORBIDE
ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE | MONOKET,chemical,LX1OH63030,Cardiovascular,PERIODIC,1,11,25,1993-06-30,,,,,,
ISOSULFAN BLUE,ISOSULFAN BLUE,chemical,39N9K8S2A4,Other/Unclassified,OTHER,0,6,8,2010-07-20,3028657.48,3.03,1866,6727,,ISOSULFAN
ISOTRETINOIN,ABSORICA | ABSORICA LD | AMNESTEEM | CLARAVIS | ISOTRETINOIN | MYORISAN | ZENATANE,chemical,EH28UP18IF,Dermatology,CHRONIC,2,12,46,2002-11-08,58063022.03,58.06,274499,13180870,11.6091,ABSORICA | ABSORICA 1 | ABSORICA 2 | ABSORICA 3 | ABSORICA 4
ISRADIPINE,ISRADIPINE,chemical,YO1UK1S598,Cardiovascular,CHRONIC,0,2,4,2006-01-05,278379.99,0.28,1933,83302,2.5239,ISRADIPINE
ISTRADEFYLLINE,NOURIANZ,chemical,2GZ0LIK7T4,Other/Unclassified,OTHER,1,0,0,2019-08-27,2397772.69,2.40,1007,41641,,NOURIANZ | NOURIANZ 2 | NOURIANZ 4
ITRACONAZOLE,ITRACONAZOLE | SPORANOX | TOLSURA,chemical,304NUG5GF4,Infectious,SHORT,2,9,9,1992-09-11,835628.47,0.84,389,122241,0.8693,SPORANOX | SPORANOX ( | SPORANOX 1 | TOLSURA | TOLSURA 65
IVABRADINE HYDROCHLORIDE,IVABRADINE HYDROCHLORIDE,chemical,TP19837BZK,Cardiovascular,CHRONIC,0,6,12,2021-12-30,,,,,4.4326,
IVACAFTOR,KALYDECO,chemical,1Y740ILL1Z,Other/Unclassified,OTHER,2,0,0,2012-01-31,136334635.12,136.33,5410,305908,,KALYDECO | KALYDECO ( | KALYDECO 1 | KALYDECO 2 | KALYDECO 5
"IVACAFTOR; IVACAFTOR, TEZACAFTOR",SYMDEKO (COPACKAGED),chemical,1Y740ILL1Z | 8RW88Y506K,Other/Unclassified,OTHER,1,0,0,2018-02-12,,,,,,
IVACAFTOR; LUMACAFTOR,ORKAMBI,chemical,1Y740ILL1Z | EGP8L81APK,Other/Unclassified,OTHER,2,0,0,2015-07-02,94018693.77,94.02,4414,252224,,ORKAMBI | ORKAMBI  L | ORKAMBI (L | ORKAMBI 10 | ORKAMBI 15
IVERMECTIN,IVERMECTIN | SKLICE | SOOLANTRA | STROMECTOL,mixture,8883YP2R6D,Infectious,SHORT,3,11,12,1998-10-08,9648026.02,9.65,101442,2479607,2.9452,IVERMECTIN | SKLICE | SKLICE LOT | SOOLANTRA | STROMECTOL
IVOSIDENIB,TIBSOVO,chemical,Q2PCN8MAM6,Oncology,LONG-TERM,1,0,0,2018-07-20,40419206.03,40.42,1412,78564,,TIBSOVO | TIBSOVO 25
IXABEPILONE,IXEMPRA KIT,chemical,K27005NP0A,Other/Unclassified,OTHER,1,0,0,2007-10-16,,,,,,
IXAZOMIB CITRATE,NINLARO,chemical,46CWK97Z3K,Oncology,LONG-TERM,1,0,0,2015-11-20,16519434.34,16.52,1354,4083,,NINLARO | NINLARO  I | NINLARO (I | NINLARO 2. | NINLARO 3
KETAMINE HYDROCHLORIDE,KETALAR | KETAMINE HYDROCHLORIDE,chemical,O18YUO0I83,Other,SHORT,1,5,13,1996-03-22,10908653.12,10.91,25706,177050,,KETALAR | KETALAR 20 | KETALAR 50 | KETALAR C- | KETALAR ST
KETOCONAZOLE,KETOCONAZOLE | KETOZOLE | NIZORAL ANTI-DANDRUFF,chemical,R9400W927I,Infectious,SHORT,1,14,14,1997-10-10,,,,,1.1688,
KETOPROFEN,KETOPROFEN,chemical,90Y4QC304K,Pain,PERIODIC,0,3,5,1992-12-22,228784.26,0.23,999,32074,6.6186,KETOPROFEN
KETOROLAC TROMETHAMINE,ACULAR | ACULAR LS | ACUVAIL | KETOROLAC TROMETHAMINE | SPRIX,chemical,4EVE5946BQ,Pain,SHORT,4,25,35,1992-11-09,384371404.61,384.37,6115842,25800182,9.9186,ACULAR | ACULAR .5% | ACULAR 0.5 | ACULAR LS | ACUVAIL
KETOROLAC TROMETHAMINE; PHENYLEPHRINE HYDROCHLORIDE,KETOROLAC TROMETHAMINE AND PHENYLEPHRINE HYDROCHLORIDE | OMIDRIA,chemical,4EVE5946BQ | 04JA59TNSJ,Pain,SHORT,1,1,1,2014-05-30,2639440.09,2.64,9854,38348,,OMIDRIA | OMIDRIA 1% | OMIDRIA 1- | OMIDRIA 4
KETOTIFEN FUMARATE,ALAWAY | CHILDREN'S ALAWAY | KETOTIFEN FUMARATE | ZADITOR,chemical,HBD503WORO,Ophthalmology,PERIODIC,1,3,3,2006-12-01,12609469.57,12.61,1140598,8710547,1.2900,ALAWAY | ALAWAY  KE | ALAWAY (KE | ALAWAY 0.0 | ALAWAY CHI
L-GLUTAMINE,ENDARI | L-GLUTAMINE,chemical,0RH81L854J,Other/Unclassified,OTHER,1,3,3,2017-07-07,18633924.88,18.63,7115,2338197,,ENDARI | ENDARI 5 G
LABETALOL HYDROCHLORIDE,LABETALOL HYDROCHLORIDE | LABETALOL HYDROCHLORIDE IN DEXTROSE | LABETALOL HYDROCHLORIDE IN SODIUM CHLORIDE,chemical,1GEV3BAW9J,Cardiovascular,CHRONIC,1,20,46,1998-08-03,37816558.61,37.82,1250074,114983943,0.1533,LABETALOL
LACOSAMIDE,LACOSAMIDE | MOTPOLY XR | VIMPAT,chemical,563KS2PQY5,Neurology,CHRONIC,4,36,72,2008-10-28,256749752.68,256.75,1273844,204226298,6.3303,LACOSAMIDE | VIMPAT | VIMPAT 10 | VIMPAT 100 | VIMPAT 10M
LACTULOSE,GENERLAC | LACTULOSE,chemical,9U7D5QH5AE,GI,PERIODIC,0,14,16,1996-07-30,25560788.86,25.56,1275821,1039192087,0.0234,GENERLAC | GENERLAC 1 | GENERLAC S | LACTULOSE
LAMIVUDINE,EPIVIR | LAMIVUDINE,chemical,2T8Q726O95,Infectious,CHRONIC,2,13,20,1995-11-17,2428672.81,2.43,24867,2142806,2.6458,EPIVIR | EPIVIR 10 | EPIVIR 150 | EPIVIR HBV | EPIVIR ORA
LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,CIMDUO,chemical,2T8Q726O95 | OTT9J7900I,Infectious,CHRONIC,1,0,0,2018-02-28,114866.91,0.11,99,3003,,CIMDUO | CIMDUO 300
LAMIVUDINE; ZIDOVUDINE,LAMIVUDINE AND ZIDOVUDINE,chemical,2T8Q726O95 | 4B9XT59T7S,Infectious,CHRONIC,0,7,7,2014-02-03,,,,,,
LAMOTRIGINE,LAMICTAL | LAMICTAL CD | LAMICTAL ODT | LAMICTAL XR | LAMOTRIGINE | SUBVENITE,chemical,U3H27498KS,Psychiatric,CHRONIC,5,36,144,1994-12-27,216461345.97,216.46,126343,10855492,9.2876,LAMICTAL | LAMICTAL ( | LAMICTAL 1 | LAMICTAL 2 | LAMICTAL 5
LANDIOLOL HYDROCHLORIDE,RAPIBLYK,chemical,G8HQ634Y17,Cardiovascular,CHRONIC,1,0,0,2024-11-22,,,,,,
LANREOTIDE ACETATE,LANREOTIDE ACETATE | SOMATULINE DEPOT,protein,IEU56G3J9C,GI,CHRONIC,2,1,3,2007-08-30,8741594.37,8.74,1559,721,,LANREOTIDE
LANSOPRAZOLE,LANSOPRAZOLE | PREVACID | PREVACID 24 HR,chemical,0K5C5T2QPG,GI,CHRONIC,4,20,36,1995-05-10,16828183.76,16.83,33492,1315844,5.6620,PREVACID | PREVACID 1 | PREVACID 2 | PREVACID 3 | PREVACID D
LANTHANUM CARBONATE,FOSRENOL | LANTHANUM CARBONATE,chemical,490D9F069T,Metabolic,CHRONIC,2,4,12,2004-10-26,12537546.90,12.54,14678,2022209,3.8985,FOSRENOL | FOSRENOL 1 | FOSRENOL 5 | FOSRENOL 7 | FOSRENOL O
LAPATINIB DITOSYLATE,LAPATINIB DITOSYLATE | TYKERB,chemical,G873GX646R,Oncology,LONG-TERM,1,2,2,2007-03-13,3151351.48,3.15,591,68764,,LAPATINIB | TYKERB | TYKERB 250 | TYKERB TAB
LAROTRECTINIB SULFATE,VITRAKVI,chemical,RDF76R62ID,Oncology,LONG-TERM,2,0,0,2018-11-26,17130055.73,17.13,546,58340,,VITRAKVI | VITRAKVI 1 | VITRAKVI 2
LASMIDITAN SUCCINATE,REYVOW,chemical,W64YBJ346B,Other/Unclassified,OTHER,1,0,0,2020-01-31,9372691.45,9.37,13533,104931,88.7823,REYVOW | REYVOW 100 | REYVOW 50
LATANOPROST,IYUZEH | LATANOPROST | XALATAN,chemical,6Z5B6HVF6O,Ophthalmology,CHRONIC,2,8,8,1996-06-05,376206.70,0.38,1314,3969,37.7197,IYUZEH | IYUZEH  LA | XALATAN | XALATAN 0. | XALATAN SS
LATANOPROST; NETARSUDIL DIMESYLATE,ROCKLATAN,chemical,6Z5B6HVF6O | VL756B1K0U,Ophthalmology,CHRONIC,1,0,0,2019-03-12,18262521.00,18.26,47409,142639,131.8404,ROCKLATAN
LATANOPROSTENE BUNOD,LATANOPROSTENE BUNOD | VYZULTA,chemical,I6393O0922,Ophthalmology,CHRONIC,1,1,1,2017-11-02,9859210.28,9.86,28161,102924,98.1100,VYZULTA | VYZULTA 0. | VYZULTA 5M
LAZERTINIB MESYLATE,LAZCLUZE,chemical,WUT449BEG5,Oncology,LONG-TERM,1,0,0,2024-08-19,,,,,,
LEDIPASVIR; SOFOSBUVIR,HARVONI,chemical,013TE6E4WV | WJ6CA3ZU8B,Infectious,SHORT,2,0,0,2014-10-10,7062563.52,7.06,230,6334,,HARVONI | HARVONI  L | HARVONI (L | HARVONI 33 | HARVONI 45
LEFAMULIN ACETATE,XENLETA,chemical,HDN0B924X4,Other/Unclassified,OTHER,2,0,0,2019-08-19,,,,,,XENLETA
LEFLUNOMIDE,ARAVA | LEFLUNOMIDE,chemical,G162GK9U4W,Autoimmune,CHRONIC,1,9,18,1998-09-10,25388.04,0.03,11,510,0.3165,ARAVA | ARAVA  LEF | ARAVA (LEF
LEMBOREXANT,DAYVIGO,chemical,0K5743G68X,Other/Unclassified,OTHER,1,0,0,2020-04-07,10871439.08,10.87,35652,1056337,10.7888,DAYVIGO | DAYVIGO 10 | DAYVIGO 5
LENACAPAVIR SODIUM,SUNLENCA | YEZTUGO,chemical,BDT58WJ9WE,Infectious,CHRONIC,4,0,0,2022-12-22,6353344.93,6.35,484,1454,,SUNLENCA | SUNLENCA ( | SUNLENCA 4 | SUNLENCA 5
LENALIDOMIDE,LENALIDOMIDE | REVLIMID,chemical,F0P408N6V4,Oncology,LONG-TERM,1,19,107,2005-12-27,508325495.50,508.33,29244,620598,,REVLIMID | REVLIMID ( | REVLIMID 1 | REVLIMID 2 | REVLIMID 5
LENIOLISIB PHOSPHATE,JOENJA,chemical,3700M1H39Q,Oncology,LONG-TERM,1,0,0,2023-03-24,9546600.64,9.55,213,12780,,JOENJA | JOENJA 70 | JOENJA 70M
LENVATINIB MESYLATE,LENVIMA,chemical,3J78384F61,Oncology,LONG-TERM,1,0,0,2015-02-13,217225430.26,217.23,9986,58638,,LENVIMA | LENVIMA 10 | LENVIMA 12 | LENVIMA 14 | LENVIMA 18
LETERMOVIR,PREVYMIS,chemical,1H09Y5WO1F,Infectious,CHRONIC,3,0,0,2017-11-08,46151671.90,46.15,6717,189566,,PREVYMIS | PREVYMIS 2 | PREVYMIS 4
LETROZOLE,FEMARA | LETROZOLE,chemical,7LKK855W8I,Oncology,LONG-TERM,1,5,5,1997-07-25,4063982.71,4.06,330973,10559818,12.8876,FEMARA | FEMARA 2.5 | FEMARA TAB | LETROZOLE
LETROZOLE; RIBOCICLIB SUCCINATE,KISQALI FEMARA CO-PACK (COPACKAGED),chemical,7LKK855W8I | BG7HLX2919,Oncology,LONG-TERM,1,0,0,2017-05-04,,,,,,
LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM | LEUCOVORIN CALCIUM PRESERVATIVE FREE | VYKOURA,chemical,RPR1R4C0P4,Oncology,SHORT,1,24,45,1987-09-14,29483779.80,29.48,223096,3739180,2.2665,LEUCOVORIN
LEUPROLIDE ACETATE,ELIGARD KIT | FENSOLVI KIT | LEUPROLIDE ACETATE | LEUPROLIDE ACETATE FOR DEPOT SUSPENSION | LUPRON DEPOT | LUPRON DEPOT-PED KIT,chemical,37JNS02E7V,Oncology,LONG-TERM,11,8,8,1989-01-26,132718.73,0.13,377,527,2954.1099,LEUPROLIDE
LEUPROLIDE MESYLATE,CAMCEVI ETM | CAMCEVI KIT,chemical,8E3C3C493W,Oncology,LONG-TERM,2,0,0,2021-05-25,,,,,,
LEVACETYLLEUCINE,AQNEURSA,chemical,E915HL7K2O,Other/Unclassified,OTHER,1,0,0,2024-09-24,,,,,,
LEVALBUTEROL HYDROCHLORIDE,LEVALBUTEROL HYDROCHLORIDE,chemical,WDQ1526QJM,Respiratory,CHRONIC,0,9,20,2008-04-09,,,,,1.6181,
LEVALBUTEROL TARTRATE,XOPENEX HFA,chemical,ADS4I3E22M,Respiratory,CHRONIC,1,0,0,2005-03-11,,,,,4.7362,
LEVETIRACETAM,KEPPRA | KEPPRA XR | LEVETIRACETAM | LEVETIRACETAM IN SODIUM CHLORIDE | SPRITAM,chemical,44YRR34555,Neurology,CHRONIC,6,66,140,1999-11-30,125312605.72,125.31,99953,25389918,5.8662,"KEPPRA | KEPPRA 1,0 | KEPPRA 100 | KEPPRA 250 | KEPPRA 500"
LEVOBUNOLOL HYDROCHLORIDE,BETAGAN | LEVOBUNOLOL HYDROCHLORIDE,chemical,O90S49LDHH,Cardiovascular,CHRONIC,1,1,1,1985-12-19,,,,,2.1747,
LEVOCARNITINE,CARNITOR | CARNITOR SF | LEVOCARNITINE | LEVOCARNITINE SF,chemical,0G389FZZ9M,Other/Unclassified,OTHER,3,8,9,1985-12-27,16392335.33,16.39,72631,3050268,0.4690,CARNITOR | CARNITOR ( | CARNITOR 1 | CARNITOR 3 | CARNITOR S
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE | LEVOCETIRIZINE HYDROCHLORIDE | XYZAL ALLERGY 24HR,chemical,SOD6A38AGA,Respiratory,PERIODIC,2,16,16,2010-11-26,,,,,0.1061,
LEVODOPA,INBRIJA,chemical,46627O600J,Neurology,CHRONIC,1,0,0,2018-12-21,1280737.56,1.28,517,66780,,INBRIJA | INBRIJA  L | INBRIJA (L | INBRIJA 42
LEVOFLOXACIN,LEVOFLOXACIN | LEVOFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,chemical,6GNT3Y5LMF,Infectious,SHORT,0,22,54,2010-12-20,,,,,0.4751,
LEVOKETOCONAZOLE,RECORLEV,chemical,2DJ8R0NT7K,Infectious,SHORT,1,0,0,2021-12-30,4856140.45,4.86,168,14250,,RECORLEV | RECORLEV 1
LEVOLEUCOVORIN,KHAPZORY,chemical,990S25980Y,Oncology,SHORT,1,0,0,2018-10-19,867234.76,0.87,1267,1488,,KHAPZORY | KHAPZORY 1 | KHAPZORY 3
LEVOLEUCOVORIN CALCIUM,LEVOLEUCOVORIN CALCIUM,chemical,778XL6VBS8,Oncology,SHORT,0,4,6,2015-03-09,,,,,,
LEVOMILNACIPRAN HYDROCHLORIDE,FETZIMA | LEVOMILNACIPRAN HYDROCHLORIDE,chemical,371U2ZK31U,Psychiatric,CHRONIC,1,1,4,2013-07-25,27410818.29,27.41,53276,1780272,16.0359,FETZIMA | FETZIMA 12 | FETZIMA 20 | FETZIMA 40 | FETZIMA 80
LEVONORGESTREL,ATHENTIA NEXT | FALLBACK SOLO | HER STYLE | KYLEENA | LEVONORGESTREL | LILETTA | MIRENA | OPCICON ONE-STEP | PLAN B ONE-STEP | SKYLA,chemical,5W7SIA7YZW,Metabolic,CHRONIC,5,13,13,2000-12-06,405112664.04,405.11,396912,395234,6.2455,HER STYLE | KYLEENA | KYLEENA 19 | LILETTA | LILETTA (L
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,chemical,04WQU6T9QI,Other/Unclassified,OTHER,0,5,8,2000-03-31,,,,,17.7269,
LEVOTHYROXINE SODIUM,ERMEZA | LEVO-T | LEVOLET | LEVOTHYROXINE SODIUM | LEVOXYL | SYNTHROID | THYQUIDITY | THYRO-TABS | TIROSINT | TIROSINT-SOL | UNITHROID,chemical,9J765S329G,Metabolic,CHRONIC,13,12,96,2000-08-21,118765200.74,118.77,1944105,70973026,2.4490,ERMEZA | ERMEZA  LE | ERMEZA (LE | ERMEZA 150 | LEVO-T
LIDOCAINE,BONDLIDO | LIDOCAINE | LIDODERM | ZTLIDO,chemical,98PI200987,Pain,SHORT,3,20,20,1999-03-19,541378232.60,541.38,5153467,237015197,1.0184,LIDOCAINE | LIDODERM | LIDODERM ( | LIDODERM 5 | ZTLIDO
LIDOCAINE HYDROCHLORIDE,AKTEN | GLYDO | LARYNG-O-JET KIT | LIDOCAINE HYDROCHLORIDE | LIDOCAINE HYDROCHLORIDE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER | LIDOCAINE HYDROCHLORIDE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER | LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINER | LIDOCAINE HYDROCHLORIDE 5% AND DEXTROSE 7.5% | LIDOCAINE HYDROCHLORIDE IN PLASTIC CONTAINER | LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE | LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE IN PLASTIC CONTAINER | LIDOCAINE HYDROCHLORIDE VISCOUS | LIDOCAINE VISCOUS | XYLOCAINE | ZINGO,chemical,V13007Z41A,Pain,SHORT,6,47,65,1982-02-22,111017334.63,111.02,225430,1826580,0.3214,AKTEN | AKTEN (LID | AKTEN 1ML | AKTEN 3% 2 | AKTEN 3.5%
LIDOCAINE; PRILOCAINE,LIDOCAINE AND PRILOCAINE | ORAQIX,chemical,98PI200987 | 046O35D44R,Pain,SHORT,1,5,5,2003-08-18,,,,,,
LIDOCAINE; TETRACAINE,PLIAGLIS,chemical,98PI200987 | 0619F35CGV,Pain,SHORT,1,0,0,2006-06-29,,,,,,
LIFITEGRAST,XIIDRA,chemical,038E5L962W,Other/Unclassified,OTHER,1,0,0,2016-07-11,203873689.34,203.87,259006,3730295,11.2331,XIIDRA | XIIDRA 5% | XIIDRA SOL
LINACLOTIDE,LINZESS,protein,N0TXR0XR5X,GI,CHRONIC,1,0,0,2012-08-30,799021416.49,799.02,1374532,48031519,17.2943,LINZESS | LINZESS 14 | LINZESS 29 | LINZESS 72
LINAGLIPTIN,LINAGLIPTIN | TRADJENTA,chemical,3X29ZEJ4R2,Metabolic,CHRONIC,1,8,8,2011-05-02,318296381.97,318.30,475788,18594821,16.7743,TRADJENTA
LINAGLIPTIN; METFORMIN HYDROCHLORIDE,JENTADUETO | JENTADUETO XR | LINAGLIPTIN AND METFORMIN HYDROCHLORIDE,chemical,3X29ZEJ4R2 | 786Z46389E,Metabolic,CHRONIC,2,4,12,2012-01-30,92042430.62,92.04,158990,9905251,10.1104,JENTADUETO
LINCOMYCIN HYDROCHLORIDE,LINCOCIN | LINCOMYCIN HYDROCHLORIDE,chemical,M6T05Z2B68,Infectious,SHORT,1,4,4,2015-06-04,262659.75,0.26,17656,25532,,LINCOCIN | LINCOCIN 3 | LINCOMYCIN
LINERIXIBAT,LYNAVOY,chemical,386012Z45S,Other/Unclassified,OTHER,1,0,0,2026-03-17,,,,,,
LINEZOLID,LINEZOLID | LINEZOLID IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER | ZYVOX,chemical,ISQ9I6J12J,Infectious,SHORT,3,19,24,2000-04-18,6984905.87,6.98,68045,7778245,1.6798,LINEZOLID | ZYVOX | ZYVOX  LIN | ZYVOX (LIN | ZYVOX 100
LIOTHYRONINE SODIUM,CYTOMEL | LIOTHYRONINE SODIUM,chemical,GCA9VV7D2N,Metabolic,CHRONIC,1,7,19,2005-08-17,587366.31,0.59,4249,315418,0.3585,CYTOMEL | CYTOMEL  5 | CYTOMEL 25 | CYTOMEL 5 | CYTOMEL 50
LIRAGLUTIDE,LIRAGLUTIDE | SAXENDA | VICTOZA,protein,839I73S42A,Metabolic,CHRONIC,2,9,9,2010-01-25,1418078382.72,1418.08,1355634,12675548,81.5309,SAXENDA | SAXENDA 18 | VICTOZA | VICTOZA 2- | VICTOZA 3-
LISDEXAMFETAMINE DIMESYLATE,ARYNTA | LISDEXAMFETAMINE DIMESYLATE | VYVANSE,chemical,SJT761GEGS,Psychiatric,CHRONIC,3,22,147,2007-02-23,2760306783.13,2760.31,7731807,231504807,9.4360,VYVANSE | VYVANSE 10 | VYVANSE 20 | VYVANSE 30 | VYVANSE 40
LISINOPRIL,LISINOPRIL | QBRELIS | ZESTRIL,chemical,E7199S1YWR,Cardiovascular,CHRONIC,2,13,72,1988-05-19,195014130.09,195.01,21154667,1141995323,2.1026,LISINOPRIL | QBRELIS | QBRELIS  L | QBRELIS (L | QBRELIS 1M
LITHIUM CARBONATE,LITHIUM CARBONATE | LITHOBID,chemical,2BMD2GNA4V,Psychiatric,CHRONIC,3,11,17,1982-01-29,34407666.13,34.41,2375917,157320048,1.8293,LITHIUM | LITHIUM 8 | LITHIUM CA | LITHIUM CI | LITHIUM OS
LITHIUM CITRATE,LITHIUM CITRATE,chemical,5Z6E9K79YV,Psychiatric,CHRONIC,0,3,3,1986-05-21,,,,,,
LOFEXIDINE HYDROCHLORIDE,LOFEXIDINE HYDROCHLORIDE | LUCEMYRA,chemical,V47G1SDI1B,Other/Unclassified,OTHER,1,3,3,2018-05-16,39546315.80,39.55,17050,1753860,18.0813,LUCEMYRA | LUCEMYRA ( | LUCEMYRA 0
LOMITAPIDE MESYLATE,JUXTAPID,chemical,X4S83CP54E,Other/Unclassified,OTHER,1,0,0,2012-12-21,3281990.60,3.28,58,1802,,JUXTAPID | JUXTAPID 1 | JUXTAPID 2 | JUXTAPID 3 | JUXTAPID 5
LOMUSTINE,GLEOSTINE | LOMUSTINE,chemical,7BRF0Z81KG,Oncology,LONG-TERM,1,1,3,2025-10-27,,,,,,GLEOSTINE
LONAFARNIB,ZOKINVY,chemical,IOW153004F,Other/Unclassified,OTHER,1,0,0,2020-11-20,2026336.55,2.03,23,1980,,ZOKINVY | ZOKINVY 50 | ZOKINVY 75
LOPERAMIDE HYDROCHLORIDE,IMODIUM A-D | LOPERAMIDE HYDROCHLORIDE,chemical,77TI35393C,GI,PERIODIC,3,17,17,1989-11-22,14046806.05,14.05,705721,37006594,0.0785,LOPERAMIDE
LOPERAMIDE HYDROCHLORIDE; SIMETHICONE,IMODIUM MULTI-SYMPTOM RELIEF | LOPERAMIDE HYDROCHLORIDE AND SIMETHICONE,chemical,77TI35393C | ETJ7Z6XBU4,GI,PERIODIC,1,5,5,2000-11-30,,,,,,
LOPINAVIR; RITONAVIR,KALETRA | LOPINAVIR AND RITONAVIR,chemical,2494G1JF75 | O3J8G9O825,Infectious,CHRONIC,2,5,10,2000-09-15,182417.50,0.18,179,25772,8.3041,KALETRA | KALETRA 10 | KALETRA 20 | KALETRA 80 | KALETRA LO
LORATADINE,ALAVERT | CHILDREN'S CLARITIN | CLARITIN | CLARITIN HIVES RELIEF | CLARITIN HIVES RELIEF REDITAB | CLARITIN REDITABS | LORATADINE | LORATADINE REDIDOSE,chemical,7AJO3BO7QN,Respiratory,PERIODIC,7,29,30,2002-11-27,98009572.98,98.01,13019063,698735218,0.1639,CLARITIN | CLARITIN T | LORATADINE
LORATADINE; PSEUDOEPHEDRINE SULFATE,CLARITIN-D | CLARITIN-D 24 HOUR | LORATADINE AND PSEUDOEPHEDRINE SULFATE,chemical,7AJO3BO7QN | Y9DL7QPE6B,Respiratory,PERIODIC,2,5,5,2002-11-27,,,,,,
LORAZEPAM,ATIVAN | LORAZEPAM | LORAZEPAM INTENSOL | LOREEV XR,chemical,O26FZP769L,Psychiatric,PERIODIC,3,17,32,1987-04-21,86735134.41,86.74,3529803,130523326,15.8953,ATIVAN | ATIVAN 0.5 | ATIVAN 1 M | ATIVAN 1MG | ATIVAN 2 M
LORLATINIB,LORBRENA,chemical,OSP71S83EU,Oncology,LONG-TERM,1,0,0,2018-11-02,34954989.38,34.95,1930,93275,,LORBRENA | LORBRENA ( | LORBRENA 1 | LORBRENA 2
LOSARTAN POTASSIUM,ARBLI | COZAAR | LOSARTAN POTASSIUM,chemical,3ST302B24A,Cardiovascular,CHRONIC,2,17,51,1995-04-14,158785154.49,158.79,14640244,753788047,2.1408,COZAAR | COZAAR 100 | COZAAR 25 | COZAAR 25M | COZAAR 50
LOTEPREDNOL ETABONATE,ALREX | EYSUVIS | INVELTYS | LOTEMAX | LOTEMAX SM | LOTEPREDNOL ETABONATE,chemical,YEH1EZ96K6,Ophthalmology,SHORT,7,12,12,1998-03-09,25121831.23,25.12,66390,429604,54.4143,ALREX | ALREX  LOT | ALREX (LOT | ALREX 0.2% | EYSUVIS
LOTEPREDNOL ETABONATE; TOBRAMYCIN,LOTEPREDNOL ETABONATE AND TOBRAMYCIN | ZYLET,chemical,YEH1EZ96K6 | VZ8RRZ51VK,Ophthalmology,SHORT,1,1,1,2004-12-14,1468723.45,1.47,3714,23700,63.6252,ZYLET | ZYLET EYE | ZYLET OPHT
LOTILANER,XDEMVY,chemical,HEH4938D7K,Other/Unclassified,OTHER,1,0,0,2023-07-24,869372.40,0.87,466,4670,,XDEMVY | XDEMVY 0.2
