Source,Record_ID,Company_Sponsor,Sponsor_Class,Country,Product_Name,Target_Disease,Disease_Area,Cell_Type,Gene_Target,Stage,Status,Start_Date,Source_URL,Notes
ClinicalTrials.gov,NCT01440127,Tufts Medical Center,OTHER,United States,Metformin,Colon Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1,TERMINATED,2011-08,https://clinicaltrials.gov/study/NCT01440127,Impact of Pretreatment With Metformin on Colorectal Cancer Stem Cells (CCSC) and Related Pharmacodynamic Markers
ClinicalTrials.gov,NCT00278642,"Richard Burt, MD",OTHER,United States,Hematopoietic stem cell transplantation,Pemphigus,Other / Unclassified,Cord Blood / HSC,,Phase 1,TERMINATED,2002-09,https://clinicaltrials.gov/study/NCT00278642,Hematopoietic Stem Cell Support in Patients With Autoimmune Bullous Skin Disorders
ClinicalTrials.gov,NCT03797092,JKastrup,OTHER,Denmark,Allogeneic adipose-derived stromal cells (CSCC_ASC); Control group,Non-ischemic Dilated Cardiomyopathy,Cardiovascular,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2019-10-01,https://clinicaltrials.gov/study/NCT03797092,Stem Cell Therapy in Non-IschEmic Non-treatable Dilated CardiomyopathiEs II: a Pilot Study
ClinicalTrials.gov,NCT00885729,"University Hospital, Akershus",OTHER,Norway,stem cells; Chondrocytes; Rehabilitation program,Defect of Articular Cartilage,Orthopedic / Musculoskeletal,Mesenchymal Stem Cell (MSC),,Phase 1,UNKNOWN,2009-04,https://clinicaltrials.gov/study/NCT00885729,Mesenchymal Stem Cells in a Clinical Trial to Heal Articular Cartilage Defects
ClinicalTrials.gov,NCT07103980,Shanghai Changzheng Hospital,OTHER,China,Mesenchymal stem cell derived exosome nebulization combined with compound methoxyphenamine capsule; Normal saline nebulization combined with the compound methoxyphenamine capsule,Post-Infectious Cough,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1/2,RECRUITING,2024-07-16,https://clinicaltrials.gov/study/NCT07103980,Inhaled Mesenchymal Stem Cell-Derived Exosomes in the Treatment of Post-Infectious Cough: A Single-Center Randomized Controlled Clinical Trial
ClinicalTrials.gov,NCT06839456,Children's Hospital of Philadelphia,OTHER,United States,"Phase 1 Dose Level 1; Phase 1 Dose Level 2; Phase 1 Dose Level 3; Phase 2 Maximum Tolerated Dose determined in Phase 1; Phase 2 Established Dose from prior study, NCT03810196",Leukemia; High Risk Acute Lymphoblastic Leukemia; High Risk Acute Myeloid Leukemia; Relapse Leukemia; MDS (Myelodysplastic Syndrome); Relapsed Non-Hodgkin Lymphoma; Acquired Aplastic Anemia; Inherited BMF Syndrome; Immunodeficiency; Primary Immune Regulatory Disorder; Hemoglobinopathies; Bone Marrow Failure; Inborn Errors of Metabolism; HLH,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1/2,RECRUITING,2025-03-21,https://clinicaltrials.gov/study/NCT06839456,Phase 1/2: CD45RA Depleted Stem Cell Addback to Prevent Viral or Fungal Infections Post TCRab/CD19 Depleted HSCT
ClinicalTrials.gov,NCT01027403,Monash University,OTHER,Australia,,Heart Failure,Cardiovascular,Stem Cell (Unspecified Type),,Not Reported,COMPLETED,2009-12,https://clinicaltrials.gov/study/NCT01027403,"Evaluation of Circulating Levels of Adult Stem Cells in the Peripheral Blood of Patients With Acute Decompensated Heart Failure and Following Stabilization, in Comparison With Healthy Volunteers"
ClinicalTrials.gov,NCT04573270,Thomas Advanced Medical LLC,INDUSTRY,United States,PrimePro; Placebo,Covid19; Prophylaxis,Infectious Disease / COVID-19,Mesenchymal Stem Cell (MSC),,Phase 1,COMPLETED,2020-04-24,https://clinicaltrials.gov/study/NCT04573270,Mesenchymal Stem Cells for the Treatment of COVID-19
ClinicalTrials.gov,NCT02083731,"Nanfang Hospital, Southern Medical University",OTHER,China,MSCs,"Stem Cell Transplantation, Hematopoietic; CMV Infection; Hematological Diseases",Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 2,UNKNOWN,2014-01,https://clinicaltrials.gov/study/NCT02083731,MSC for Treatment of CMV Infection
ClinicalTrials.gov,NCT01025622,University of Bologna,OTHER,Italy,autologous highly purified CD133+ stem cells (SCs),Liver Cirrhosis,Gastrointestinal / Liver,Stem Cell (Unspecified Type),,Phase 1,UNKNOWN,2009-10,https://clinicaltrials.gov/study/NCT01025622,Intrahepatic Reinfusion of CD133+ Stem Cells in Cirrhotic Patients
ClinicalTrials.gov,NCT04684602,Thomas Advanced Medical LLC,INDUSTRY,United States,PrimePro™/ PrimeMSK™,Autoimmune Diseases; Cardiovascular Disorders; Diabetes Complications; Integumentary Disease; Musculoskeletal Disorders; Neurodegenerative Disorders; Neurologic Disorders; Pulmonary Disorders; Sexual Dysfunction; Urologic Disorders; Viral Illness,Diabetes / Endocrine,Mesenchymal Stem Cell (MSC),,Phase 1/2,RECRUITING,2020-07-09,https://clinicaltrials.gov/study/NCT04684602,Mesenchymal Stem Cells for the Treatment of Various Chronic and Acute Conditions
ClinicalTrials.gov,NCT03821727,CANDONI ANNA,OTHER,Italy,Hematopoietic Stem Cell Transplantation,Philadelphia Positive Acute Lymphoblastic Leukemia; SCT,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Not Reported,COMPLETED,2016-10-26,https://clinicaltrials.gov/study/NCT03821727,SCT in Ph Positive Acute Lymphoblastic Leukemia
ClinicalTrials.gov,NCT02648386,Chinese Academy of Sciences,OTHER_GOV,China,Laparoscopic surgery; NeuroRegen scaffold transplantation; NeuroRegen scaffold/BMMCs transplantation; NeuroRegen scaffold/HUC-MSCs transplantation,Rectal Cancer; Erectile Dysfunction,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2016-01,https://clinicaltrials.gov/study/NCT02648386,Stem Cell Therapy Combined With NeuroRegen Scaffold™ in Patients With Erectile Dysfunction After Rectal Cancer Surgery
ClinicalTrials.gov,NCT07144241,Indonesia University,OTHER,Indonesia,Mesenchymal Stromal/Stem Cells-Derived Exosomes (Exo-HWS + 1 vial Exo-HUVEC) Therapy; Mesenchymal Stromal/Stem Cells-Derived Exosomes (Exo-HWS ) Therapy,Type 2 Diabetes Mellitus,Diabetes / Endocrine,Mesenchymal Stem Cell (MSC),,Phase 2,NOT_YET_RECRUITING,2025-09-01,https://clinicaltrials.gov/study/NCT07144241,Mesenchymal Stromal/Stem Cells-Derived Exosomes (MSC-Exos) Therapy for Type 2 Diabetes Mellitus Patients
ClinicalTrials.gov,NCT06598202,"Xuanwu Hospital, Beijing",OTHER,China,exosomes derived from human umbilical cord blood mesenchymal stem cells for nasal drop; a placebo of exosomes derived from human umbilical cord blood mesenchymal stem cells for nasal drop,Amyotrophic Lateral Sclerosis,Neurological,Cord Blood / HSC,,Phase 1/2,RECRUITING,2024-12-01,https://clinicaltrials.gov/study/NCT06598202,Exploring Nasal Drop Therapy With Small Extracellular Vesicles for ALS
ClinicalTrials.gov,NCT00434239,"Peter MacCallum Cancer Centre, Australia",OTHER,Australia,Lenalidomide + Ancestim,Myelodysplasia,Other / Unclassified,Stem Cell (Unspecified Type),,Early Phase 1,UNKNOWN,2007-02,https://clinicaltrials.gov/study/NCT00434239,Lenalidomide and Recombinant Human Stem Cell Factor for Treatment of Myelodysplasia
ClinicalTrials.gov,NCT06505941,"Southeast University, China",OTHER,,umbilical cord mesenchymal stem cell; Placebo,Acute Respiratory Distress Syndrome,Respiratory,Mesenchymal Stem Cell (MSC),,Phase 1/2,NOT_YET_RECRUITING,2024-07-20,https://clinicaltrials.gov/study/NCT06505941,Clinical Study on the Safety and Preliminary Efficacy of hUC-MSCs Intravenous Infusion Therapy for ARDS
ClinicalTrials.gov,NCT03482154,"University of Colorado, Denver",OTHER,United States,Hematopoietic Stem Cell Transplant,Stem Cell Transplant Complications; Hyperglycemia; Hypoglycemia,Other / Unclassified,Cord Blood / HSC,,Not Reported,COMPLETED,2016-09-06,https://clinicaltrials.gov/study/NCT03482154,Malglycemia in the Pediatric Hematopoietic Stem Cell Transplant Population
ClinicalTrials.gov,NCT02675556,Joshua M Hare,OTHER,United States,Allo-hMSCs; Placebo,Treatment Resistant Depression,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1,TERMINATED,2017-10-31,https://clinicaltrials.gov/study/NCT02675556,Allogeneic Human Mesenchymal Stem Cells (hMSCs) Infusion in Patients With Treatment Resistant Depression
ClinicalTrials.gov,NCT01575431,University of Roma La Sapienza,OTHER,Italy,,Coronary Artery Disease,Cardiovascular,Progenitor Cell,,Not Reported,COMPLETED,2012-04,https://clinicaltrials.gov/study/NCT01575431,Progenitor Cells Role in Restenosis and Atherosclerosis
ClinicalTrials.gov,NCT00609739,"Masonic Cancer Center, University of Minnesota",OTHER,United States,cyclosporine; cytarabine; filgrastim; methotrexate; methylprednisolone; mitoxantrone hydrochloride; allogeneic bone marrow transplantation; umbilical cord blood transplantation; Cis-Retinoic acid,Leukemia,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,TERMINATED,1999-06,https://clinicaltrials.gov/study/NCT00609739,Cytosine Arabinoside and Mitoxantrone for Patients With Juvenile Myelomonocytic Leukemia Receiving Repeat Stem Cell Transplantation
ClinicalTrials.gov,NCT06429241,"Jiangsu Topcel-KH Pharmaceutical Co., Ltd.",INDUSTRY,China,Mesenchymal Stem Cells (MSCs),Anal Fistula; Complex Perianal Fistulas; Crohn's Disease,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1,UNKNOWN,2024-04-08,https://clinicaltrials.gov/study/NCT06429241,Evaluate the Distribution and Dynamic Behavior of TH-SC01 Cells in Vivo in Patients With Perianal Fistula
ClinicalTrials.gov,NCT01343394,Aryn Knight,OTHER,United States,Autologous Human Umbilical Cord Blood,Hearing Loss,Other / Unclassified,Cord Blood / HSC,,Phase 1,WITHDRAWN,2011-04,https://clinicaltrials.gov/study/NCT01343394,Safety of Autologous Human Umbilical Cord Blood Mononuclear Fraction to Treat Acquired Hearing Loss in Children
ClinicalTrials.gov,NCT00291629,Seoul National University Hospital,OTHER,South Korea,"G-CSF (Dong-A pharmaceutical, Seoul, Korea); collection of mobilized peripheral blood stem cells; Intracoronary infusion of mobilized cells",Myocardial Infarction,Cardiovascular,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2004-03,https://clinicaltrials.gov/study/NCT00291629,Myocardial Regeneration and Angiogenesis in Myocardial Infarction With G-CSF and Intra-Coronary Stem Cell Infusion-3-DES
ClinicalTrials.gov,NCT00353210,Hadassah Medical Organization,OTHER,Israel,,Infertility,Reproductive / Urologic,Embryonic Stem Cell (ESC),,Not Reported,RECRUITING,2004-04-06,https://clinicaltrials.gov/study/NCT00353210,The Derivation of Human Embryonic Stem Cell Lines From PGD Embryos
ClinicalTrials.gov,NCT01151124,ReNeuron Limited,INDUSTRY,United Kingdom,CTX0E03 neural stem cells,Stroke,Neurological,Neural Stem Cell,,Phase 1,COMPLETED,2010-06,https://clinicaltrials.gov/study/NCT01151124,Pilot Investigation of Stem Cells in Stroke
ClinicalTrials.gov,NCT00003042,City of Hope Medical Center,OTHER,United States,filgrastim; cisplatin; cyclophosphamide; doxorubicin hydrochloride; melphalan; mesna; paclitaxel; tamoxifen citrate; bone marrow ablation with stem cell support; conventional surgery; peripheral blood stem cell transplantation,Breast Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,1997-05-30,https://clinicaltrials.gov/study/NCT00003042,Chemotherapy and Stem Cell Transplantation in Treating Patients With Stage IIIB Breast Cancer
ClinicalTrials.gov,NCT02641769,Stem Cells Arabia,OTHER,Jordan,Stem Cell Transplantation,Non-obstructive Azoospermia,Other / Unclassified,Stem Cell (Unspecified Type),,Phase 1/2,RECRUITING,2014-01,https://clinicaltrials.gov/study/NCT02641769,Intra-Testicular Transplantation of Autologous Stem Cells for Treatment of Non-Obstructive Azoospermia Male Infertility.
ClinicalTrials.gov,NCT00658073,Fuzhou General Hospital,OTHER,China,Kidney transplantation with MSCs infusion; kidney transplantation without MSC infusion,Renal Transplant Rejection,Renal,Mesenchymal Stem Cell (MSC),,N/A (Device/Behavioral),COMPLETED,2008-03,https://clinicaltrials.gov/study/NCT00658073,Induction Therapy With Autologous Mesenchymal Stem Cells for Kidney Allografts
ClinicalTrials.gov,NCT03969680,Yantai Yuhuangding Hospital,OTHER,China,Auotologous BMSCs plus autologous PRP; Auotologous PRP,Knee Osteoarthritis,Orthopedic / Musculoskeletal,Mesenchymal Stem Cell (MSC),,N/A (Device/Behavioral),TERMINATED,2019-07-08,https://clinicaltrials.gov/study/NCT03969680,Mesenchymal Stem Cell Transplantation for Osteoarthritis
ClinicalTrials.gov,NCT06516679,Yonsei University,OTHER,South Korea,Consolidation #4(without daunorubicin); Consolidation #4(with daunorubicin); Allogeneic hematopoietic stem cell transplantation after Consolidation #4(with daunorubicin),"Leukemia, Lymphoid",Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,RECRUITING,2024-12-11,https://clinicaltrials.gov/study/NCT06516679,Efficacy of Risk-Stratified Treatment in Newly Diagnosed Infant Leukemia
ClinicalTrials.gov,NCT03865394,Medical University of Warsaw,OTHER,Poland,Application of allogeneic ADSC stem cells in fibrin gel; Standard care in diabetic foot ulcer,Diabetic Foot Ulcer,Diabetes / Endocrine,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2019-07-01,https://clinicaltrials.gov/study/NCT03865394,Treatment of Chronic Wounds in Diabetic Foot Syndrome With Allogeneic Adipose Derived Mesenchymal Stem Cells
ClinicalTrials.gov,NCT02506959,M.D. Anderson Cancer Center,OTHER,United States,Autologous Hematopoietic Stem Cell Transplantation; Busulfan; Gemcitabine Hydrochloride; Melphalan; Panobinostat; Peripheral Blood Stem Cell Transplantation; Pharmacological Study,Plasma Cell Leukemia; Plasmacytoma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,COMPLETED,2015-09-14,https://clinicaltrials.gov/study/NCT02506959,"Panobinostat, Gemcitabine Hydrochloride, Busulfan, and Melphalan Before Stem Cell Transplant in Treating Patients With Refractory or Relapsed Multiple Myeloma"
ClinicalTrials.gov,NCT00003141,Children's Oncology Group,NETWORK,United States; Australia; Canada,filgrastim; carboplatin; cisplatin; cyclophosphamide; etoposide; thiotepa; vincristine sulfate; conventional surgery; peripheral blood stem cell transplantation,Brain Tumors; Central Nervous System Tumors; Neuroblastoma; Sarcoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,1998-03,https://clinicaltrials.gov/study/NCT00003141,Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Infants With Malignant Brain or Spinal Cord Tumors
ClinicalTrials.gov,NCT03326505,University of Jordan,OTHER,Jordan,Umbilical cord derived Mesenchymal Stem Cells; Supervised physical therapy,Multiple Sclerosis,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2017-09-25,https://clinicaltrials.gov/study/NCT03326505,Allogenic Mesenchymal Stem Cells And Physical Therapy for MS Treatment
ClinicalTrials.gov,NCT00353197,Hadassah Medical Organization,OTHER,Israel,,Infertility,Reproductive / Urologic,Embryonic Stem Cell (ESC),,Not Reported,RECRUITING,2002-07-07,https://clinicaltrials.gov/study/NCT00353197,Derivation of New Human Embryonic Stem Cell Lines Lines for Clinical Use
ClinicalTrials.gov,NCT00020410,National Cancer Institute (NCI),NIH,United States,filgrastim; peripheral blood stem cell transplantation; yttrium Y 90 monoclonal antibody B3,Breast Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,2001-02,https://clinicaltrials.gov/study/NCT00020410,Radiolabeled Monoclonal Antibody Followed by Peripheral Stem Cell Transplantation in Treating Patients With Relapsed or Metastatic Breast Cancer
ClinicalTrials.gov,NCT07623382,The First Affiliated Hospital of Xiamen University,OTHER,China,Human umbilical cord mesenchymal stem cell-derived small extracellular vesicle (sEV) eye drops.,Dry Eye Disease; Umbilical Cord Mesenchymal Stem Cell-derived Small Extracellular Vesicles,Ophthalmologic,Mesenchymal Stem Cell (MSC),,Early Phase 1,RECRUITING,2026-03-31,https://clinicaltrials.gov/study/NCT07623382,Human Umbilical Cord Mesenchymal Stem Cell-derived Small Extracellular Vesicles for the Treatment of Dry Eye Disease
ClinicalTrials.gov,NCT00017641,Northwestern Memorial Hospital,OTHER,United States,anti-thymocyte globulin; cyclophosphamide; filgrastim; CD34+ Peripheral Blood Stem Cell Reinfusion,Systemic Lupus Erythematosus,Autoimmune / Inflammatory,Cord Blood / HSC,,Phase 1,UNKNOWN,2001-04,https://clinicaltrials.gov/study/NCT00017641,Phase I Study of Immune Ablation and CD34+ Peripheral Blood Stem Cell Support in Patients With Systemic Lupus Erythematosus
ClinicalTrials.gov,NCT01453205,MedImmune LLC,INDUSTRY,United States; Canada; Czechia; France; Germany; Hungary; Israel; Poland; Russia; Spain; Turkey (Türkiye),MEDI-551 2 mg/kg; Rituximab; ICE; DHAP; Autologous Stem Cell Transplant (ASCT); MEDI-551 4 mg/kg,Diffuse Large B-Cell Lymphoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2012-02-27,https://clinicaltrials.gov/study/NCT01453205,"A Phase 2, Multicenter, Randomized, Open-label Study of MEDI-551 in Adults With Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)"
ClinicalTrials.gov,NCT00887042,The Korean Society of Pediatric Hematology Oncology,NETWORK,South Korea,"Fludarabine, Busulfan, Thymoglobulin",Acute Myeloid Leukemia,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,UNKNOWN,2006-06,https://clinicaltrials.gov/study/NCT00887042,Study of Reduced Toxicity Myeloablative Conditioning Regimen for Cord Blood Transplantation in Pediatric AML
ClinicalTrials.gov,NCT02290041,Andalusian Initiative for Advanced Therapies - Fundación Pública Andaluza Progreso y Salud,OTHER,Spain,Infusion of MSC; Infusion of placebo,Discordant Immunological Response in HIV Infected Subjects,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2017-02-08,https://clinicaltrials.gov/study/NCT02290041,Treatment With MSC in HIV-infected Patients With Controlled Viremia and Immunological Discordant Response
ClinicalTrials.gov,NCT03963154,Centre d'Etude des Cellules Souches,OTHER,France,Human Embryonic Stem Cell Derived Retinal Pigment Epithelium (RPE),Retinitis Pigmentosa,Ophthalmologic,Embryonic Stem Cell (ESC),,Phase 1/2,ACTIVE_NOT_RECRUITING,2019-08-19,https://clinicaltrials.gov/study/NCT03963154,Interventional Study of Implantation of hESC-derived RPE in Patients With RP Due to Monogenic Mutation
ClinicalTrials.gov,NCT03220243,Mayo Clinic,OTHER,United States,MSC-AFP,Fistula Vagina; Crohn Disease,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1,COMPLETED,2017-10-19,https://clinicaltrials.gov/study/NCT03220243,Stem Cell Coated Fistula Plug in Patients With Crohn's RVF
